Buyer ID,Age,Location,Painting Preference (%),Sculpture Preference (%),Photograph Preference (%),Avg Spend,Views,Likes,Style Preference,Medium Preference,Feedback Sentiment,Repeat Purchases
B1496,31,Singapore,63,6,31,1782,43,19,Contemporary,Mixed Media,Positive,2
B1497,56,Toronto,49,6,45,1389,10,13,Contemporary,Oil,Positive,9
B1498,27,London,43,37,20,960,13,17,Contemporary,Bronze,Negative,5
B1499,45,Tokyo,61,14,25,1649,5,18,Impressionist,Sculpture,Negative,5
B1500,23,Dubai,15,32,53,1415,43,14,Surreal,Mixed Media,Positive,9
B1501,56,Paris,80,40,-20,484,46,13,Surreal,Digital Prints,Negative,5
B1502,48,Mumbai,100,75,-75,1887,43,12,Realistic,Digital Prints,Neutral,4
B1503,23,NYC,35,11,54,1875,46,4,Abstract,Watercolor,Negative,2
B1504,37,Mumbai,89,16,-5,154,7,14,Impressionist,Mixed Media,Negative,3
B1505,38,Singapore,74,7,19,1287,14,19,Abstract,Oil,Neutral,4
B1506,64,Mumbai,87,19,-6,687,5,9,Surreal,Mixed Media,Neutral,1
B1507,33,Mumbai,72,45,-17,1760,24,5,Impressionist,Oil,Negative,7
B1508,41,London,8,66,26,332,9,1,Realistic,Watercolor,Negative,1
B1509,44,Singapore,39,60,1,450,41,11,Abstract,Mixed Media,Negative,3
B1510,23,Dubai,28,19,53,372,35,3,Realistic,Digital Prints,Positive,7
B1511,22,London,55,50,-5,273,39,4,Contemporary,Bronze,Negative,8
B1512,50,Paris,59,75,-34,1172,49,5,Contemporary,Bronze,Positive,9
B1513,29,Singapore,97,13,-10,841,25,14,Impressionist,Watercolor,Positive,1
B1514,22,Singapore,43,43,14,146,29,13,Abstract,Digital Prints,Positive,4
B1515,60,Mumbai,43,10,47,776,12,11,Abstract,Sculpture,Neutral,5
B1516,21,Paris,91,51,-42,716,32,9,Contemporary,Sculpture,Neutral,7
B1517,50,Dubai,41,74,-15,1310,36,1,Impressionist,Mixed Media,Neutral,10
B1518,54,NYC,97,65,-62,761,26,11,Impressionist,Digital Prints,Neutral,7
B1519,58,Dubai,1,71,28,1831,43,8,Abstract,Oil,Neutral,8
B1520,51,NYC,8,85,7,296,32,4,Abstract,Watercolor,Negative,6
B1521,31,Berlin,23,50,27,1910,22,5,Realistic,Bronze,Positive,6
B1522,44,Paris,80,88,-68,317,22,12,Contemporary,Watercolor,Neutral,8
B1523,25,Sydney,8,13,79,395,24,2,Realistic,Sculpture,Neutral,5
B1524,64,Mumbai,15,48,37,1774,41,10,Impressionist,Oil,Neutral,3
B1525,31,London,14,25,61,879,13,5,Surreal,Mixed Media,Negative,2
B1526,43,Mumbai,44,84,-28,1198,25,4,Abstract,Bronze,Negative,9
B1527,32,Singapore,70,19,11,573,45,11,Impressionist,Oil,Positive,1
B1528,38,Tokyo,30,88,-18,891,30,13,Contemporary,Bronze,Negative,5
B1529,50,Mumbai,96,90,-86,1185,29,14,Realistic,Watercolor,Neutral,8
B1530,46,Paris,44,92,-36,294,49,6,Impressionist,Mixed Media,Neutral,1
B1531,26,Paris,88,25,-13,789,30,18,Surreal,Watercolor,Neutral,9
B1532,42,Dubai,66,17,17,1074,45,17,Surreal,Mixed Media,Neutral,2
B1533,29,Mumbai,45,96,-41,1165,43,13,Contemporary,Mixed Media,Positive,7
B1534,27,London,25,33,42,1270,14,12,Abstract,Oil,Neutral,8
B1535,43,Toronto,30,76,-6,1021,49,5,Abstract,Watercolor,Neutral,5
B1536,44,Sydney,98,18,-16,1928,13,10,Abstract,Oil,Neutral,8
B1537,52,Toronto,45,70,-15,1891,50,20,Realistic,Sculpture,Negative,7
B1538,26,Dubai,13,7,80,251,11,4,Contemporary,Sculpture,Positive,5
B1539,36,Sydney,76,89,-65,367,25,4,Abstract,Sculpture,Negative,5
B1540,43,Tokyo,4,73,23,1616,14,19,Realistic,Watercolor,Negative,3
B1541,61,Tokyo,51,19,30,657,31,16,Abstract,Bronze,Positive,5
B1542,58,Dubai,79,74,-53,1939,48,12,Surreal,Mixed Media,Positive,9
B1543,34,Singapore,42,49,9,119,31,4,Contemporary,Mixed Media,Negative,3
B1544,53,Tokyo,59,74,-33,1670,18,12,Realistic,Bronze,Negative,7
B1545,65,Paris,0,23,77,905,50,2,Realistic,Sculpture,Neutral,5
B1546,50,Tokyo,91,87,-78,1556,19,19,Abstract,Mixed Media,Positive,3
B1547,54,Singapore,14,41,45,1732,22,5,Impressionist,Bronze,Positive,1
B1548,21,Dubai,50,70,-20,1206,10,15,Realistic,Digital Prints,Positive,5
B1549,53,NYC,51,89,-40,897,24,10,Abstract,Bronze,Positive,8
B1550,33,NYC,27,3,70,595,35,13,Contemporary,Sculpture,Positive,3
B1551,41,Toronto,75,50,-25,550,17,2,Contemporary,Mixed Media,Positive,9
B1552,32,Sydney,45,60,-5,1971,11,6,Realistic,Oil,Negative,9
B1553,31,Tokyo,81,87,-68,364,33,10,Contemporary,Oil,Neutral,6
B1554,43,Dubai,66,49,-15,450,10,20,Impressionist,Mixed Media,Neutral,2
B1555,21,Toronto,40,57,3,168,50,2,Abstract,Oil,Positive,7
B1556,35,Tokyo,42,35,23,176,30,6,Contemporary,Digital Prints,Negative,2
B1557,54,Paris,94,65,-59,1806,18,17,Realistic,Bronze,Negative,7
B1558,62,Dubai,16,87,-3,845,36,7,Impressionist,Oil,Neutral,3
B1559,59,Toronto,24,46,30,1833,25,20,Realistic,Watercolor,Positive,5
B1560,34,Sydney,50,17,33,1512,39,20,Surreal,Oil,Positive,8
B1561,50,NYC,53,95,-48,1058,32,5,Abstract,Digital Prints,Positive,1
B1562,65,Tokyo,51,55,-6,1133,14,3,Realistic,Sculpture,Neutral,8
B1563,33,Tokyo,14,79,7,224,39,20,Impressionist,Bronze,Neutral,2
B1564,63,Toronto,75,10,15,1083,5,1,Realistic,Bronze,Positive,8
B1565,59,Berlin,4,6,90,652,41,10,Contemporary,Sculpture,Neutral,3
B1566,62,Mumbai,73,94,-67,470,18,15,Abstract,Digital Prints,Negative,5
B1567,19,NYC,87,3,10,765,50,14,Realistic,Watercolor,Positive,8
B1568,37,NYC,64,65,-29,1381,38,17,Surreal,Mixed Media,Positive,5
B1569,36,Paris,46,67,-13,1039,42,17,Realistic,Bronze,Neutral,4
B1570,53,Paris,88,0,12,1858,10,18,Abstract,Oil,Positive,6
B1571,59,NYC,62,50,-12,604,43,13,Abstract,Sculpture,Neutral,4
B1572,34,Mumbai,96,30,-26,1485,47,18,Surreal,Mixed Media,Negative,10
B1573,41,London,84,35,-19,1273,46,17,Contemporary,Bronze,Negative,3
B1574,53,Paris,43,16,41,1038,32,14,Surreal,Oil,Neutral,4
B1575,39,Berlin,43,11,46,771,35,13,Abstract,Oil,Negative,4
B1576,33,Toronto,3,82,15,1590,13,9,Impressionist,Sculpture,Neutral,3
B1577,38,London,38,25,37,1114,31,9,Contemporary,Oil,Positive,10
B1578,32,Tokyo,98,38,-36,462,26,7,Impressionist,Digital Prints,Neutral,1
B1579,24,Mumbai,73,46,-19,1530,6,5,Impressionist,Oil,Positive,4
B1580,61,Toronto,38,2,60,451,16,12,Impressionist,Mixed Media,Negative,1
B1581,22,London,13,47,40,641,39,7,Surreal,Oil,Neutral,8
B1582,34,Mumbai,17,68,15,185,29,19,Abstract,Oil,Neutral,2
B1583,48,Berlin,66,15,19,1647,6,9,Contemporary,Oil,Neutral,7
B1584,33,Berlin,16,91,-7,1999,13,4,Impressionist,Digital Prints,Positive,10
B1585,60,Dubai,12,66,22,957,5,2,Impressionist,Digital Prints,Negative,5
B1586,57,Paris,14,81,5,1234,43,3,Realistic,Digital Prints,Positive,7
B1587,41,Paris,55,35,10,1855,39,13,Abstract,Mixed Media,Neutral,4
B1588,53,NYC,50,85,-35,1198,36,6,Realistic,Watercolor,Neutral,10
B1589,22,Paris,86,2,12,1064,41,10,Realistic,Digital Prints,Negative,1
B1590,62,London,15,60,25,162,44,18,Realistic,Digital Prints,Positive,1
B1591,55,Paris,84,82,-66,1550,12,11,Surreal,Watercolor,Negative,1
B1592,21,Toronto,82,20,-2,892,11,8,Surreal,Digital Prints,Positive,8
B1593,18,Paris,63,37,0,1446,6,5,Abstract,Sculpture,Positive,3
B1594,29,Toronto,81,45,-26,481,15,18,Impressionist,Watercolor,Positive,2
B1595,59,Sydney,85,3,12,801,21,15,Realistic,Sculpture,Neutral,3
B1596,49,Tokyo,94,0,6,1902,43,4,Impressionist,Digital Prints,Negative,6
B1597,65,Singapore,38,72,-10,1138,38,6,Abstract,Mixed Media,Positive,6
B1598,46,Tokyo,46,12,42,1058,17,4,Impressionist,Sculpture,Positive,9
B1599,54,Dubai,8,20,72,357,23,6,Surreal,Mixed Media,Positive,4
B1600,58,Paris,30,35,35,143,30,10,Contemporary,Bronze,Neutral,3
B1601,27,Berlin,34,93,-27,1556,25,5,Surreal,Mixed Media,Negative,8
B1602,35,Dubai,100,94,-94,549,22,16,Surreal,Digital Prints,Negative,5
B1603,26,Singapore,74,8,18,1125,47,19,Impressionist,Oil,Positive,2
B1604,65,Berlin,82,41,-23,1530,46,8,Abstract,Sculpture,Neutral,6
B1605,33,NYC,96,78,-74,1893,24,17,Abstract,Oil,Negative,5
B1606,31,Mumbai,34,16,50,1624,34,7,Abstract,Mixed Media,Positive,10
B1607,60,NYC,51,40,9,670,36,10,Impressionist,Sculpture,Negative,9
B1608,31,Berlin,27,22,51,510,7,8,Surreal,Bronze,Neutral,4
B1609,19,Mumbai,20,80,0,345,14,12,Surreal,Watercolor,Negative,4
B1610,33,Berlin,71,97,-68,1348,8,19,Surreal,Bronze,Neutral,5
B1611,40,Berlin,28,37,35,750,8,6,Surreal,Digital Prints,Negative,7
B1612,56,NYC,73,14,13,125,20,4,Contemporary,Oil,Positive,10
B1613,47,Sydney,62,82,-44,963,13,5,Realistic,Bronze,Negative,7
B1614,50,London,10,88,2,1924,47,14,Abstract,Digital Prints,Neutral,9
B1615,40,NYC,82,62,-44,1302,24,10,Surreal,Oil,Negative,7
B1616,19,Singapore,38,72,-10,833,39,10,Abstract,Mixed Media,Neutral,4
B1617,58,NYC,8,68,24,953,45,19,Surreal,Watercolor,Neutral,2
B1618,58,Toronto,36,97,-33,545,32,6,Impressionist,Bronze,Positive,4
B1619,60,London,95,52,-47,1396,18,12,Impressionist,Mixed Media,Positive,4
B1620,26,Mumbai,72,0,28,428,13,17,Contemporary,Oil,Negative,2
B1621,46,Tokyo,4,91,5,1179,28,12,Realistic,Oil,Positive,2
B1622,54,Singapore,41,24,35,1580,25,20,Realistic,Bronze,Neutral,2
B1623,20,Paris,6,39,55,407,15,8,Contemporary,Bronze,Neutral,9
B1624,45,Berlin,64,15,21,1790,16,13,Contemporary,Digital Prints,Neutral,10
B1625,29,Singapore,58,81,-39,104,34,3,Realistic,Oil,Neutral,10
B1626,46,NYC,80,33,-13,1265,12,16,Impressionist,Sculpture,Neutral,6
B1627,25,Toronto,94,71,-65,396,20,5,Surreal,Bronze,Neutral,1
B1628,56,Paris,98,60,-58,887,36,8,Surreal,Watercolor,Neutral,7
B1629,60,Sydney,10,81,9,1418,37,10,Impressionist,Watercolor,Negative,9
B1630,33,Sydney,31,79,-10,1236,50,17,Contemporary,Watercolor,Negative,10
B1631,44,Tokyo,41,0,59,938,16,11,Impressionist,Oil,Negative,2
B1632,45,NYC,47,19,34,1262,24,13,Realistic,Bronze,Neutral,2
B1633,60,NYC,83,51,-34,463,19,7,Abstract,Bronze,Neutral,5
B1634,42,Dubai,70,77,-47,1117,38,11,Impressionist,Watercolor,Neutral,2
B1635,45,Tokyo,90,90,-80,417,30,3,Contemporary,Bronze,Positive,8
B1636,54,Singapore,48,42,10,460,13,14,Impressionist,Mixed Media,Negative,10
B1637,32,Singapore,16,79,5,186,13,13,Realistic,Watercolor,Neutral,9
B1638,53,Dubai,8,75,17,873,28,11,Abstract,Bronze,Neutral,4
B1639,50,Mumbai,87,92,-79,1070,30,14,Contemporary,Sculpture,Neutral,5
B1640,61,Paris,64,8,28,1298,44,3,Contemporary,Digital Prints,Positive,6
B1641,24,Mumbai,52,45,3,1699,17,12,Realistic,Bronze,Positive,3
B1642,53,Paris,21,80,-1,1496,11,4,Realistic,Watercolor,Positive,3
B1643,64,London,2,81,17,767,45,10,Realistic,Watercolor,Neutral,10
B1644,45,NYC,38,89,-27,976,50,11,Realistic,Digital Prints,Positive,10
B1645,38,Toronto,54,76,-30,615,34,1,Contemporary,Watercolor,Positive,5
B1646,61,Tokyo,10,71,19,260,25,5,Surreal,Bronze,Negative,4
B1647,23,NYC,88,66,-54,1473,33,1,Surreal,Watercolor,Positive,6
B1648,26,Dubai,47,4,49,1421,38,20,Surreal,Sculpture,Negative,9
B1649,53,Paris,0,44,56,1740,23,12,Surreal,Watercolor,Neutral,5
B1650,64,Sydney,15,8,77,796,36,19,Surreal,Mixed Media,Negative,1
B1651,49,Sydney,80,36,-16,644,25,3,Impressionist,Sculpture,Negative,5
B1652,19,Toronto,69,34,-3,555,45,5,Realistic,Digital Prints,Negative,3
B1653,18,Dubai,82,14,4,268,23,14,Abstract,Sculpture,Negative,5
B1654,49,London,2,63,35,810,24,3,Abstract,Watercolor,Neutral,7
B1655,46,Sydney,65,51,-16,1250,45,8,Abstract,Oil,Positive,1
B1656,45,Paris,52,94,-46,666,40,15,Contemporary,Sculpture,Neutral,4
B1657,26,Mumbai,34,1,65,538,42,16,Surreal,Digital Prints,Positive,2
B1658,21,Paris,21,65,14,1077,32,15,Contemporary,Sculpture,Negative,8
B1659,58,Mumbai,62,49,-11,583,49,19,Realistic,Digital Prints,Negative,7
B1660,47,Toronto,95,31,-26,1088,28,16,Abstract,Oil,Negative,2
B1661,57,London,56,24,20,542,15,12,Contemporary,Digital Prints,Neutral,5
B1662,21,Tokyo,57,98,-55,1539,23,8,Abstract,Oil,Negative,7
B1663,30,Sydney,67,66,-33,686,22,5,Contemporary,Mixed Media,Neutral,6
B1664,33,Mumbai,71,37,-8,1832,10,6,Abstract,Watercolor,Negative,3
B1665,40,Sydney,3,88,9,197,32,5,Impressionist,Mixed Media,Positive,1
B1666,53,Berlin,60,72,-32,146,38,17,Contemporary,Digital Prints,Negative,4
B1667,26,Berlin,27,12,61,1441,39,8,Realistic,Oil,Negative,1
B1668,47,Dubai,74,84,-58,1982,26,2,Impressionist,Sculpture,Positive,7
B1669,46,Toronto,93,72,-65,187,11,8,Abstract,Digital Prints,Neutral,5
B1670,65,Toronto,67,63,-30,169,27,1,Abstract,Watercolor,Neutral,1
B1671,60,Toronto,20,78,2,1988,38,4,Impressionist,Oil,Positive,6
B1672,61,Singapore,10,67,23,1314,16,12,Surreal,Digital Prints,Positive,2
B1673,49,Singapore,60,50,-10,354,37,18,Surreal,Oil,Positive,3
B1674,34,London,99,0,1,476,33,8,Impressionist,Oil,Negative,6
B1675,50,Dubai,61,29,10,299,35,7,Abstract,Sculpture,Neutral,3
B1676,34,Dubai,33,34,33,143,22,1,Abstract,Mixed Media,Negative,7
B1677,50,Berlin,69,63,-32,1882,27,15,Abstract,Bronze,Positive,6
B1678,63,Paris,28,98,-26,666,37,16,Contemporary,Mixed Media,Neutral,5
B1679,25,Paris,4,53,43,1812,21,18,Realistic,Oil,Positive,5
B1680,49,Paris,25,13,62,877,15,15,Abstract,Sculpture,Positive,8
B1681,22,Mumbai,61,40,-1,1640,32,15,Abstract,Oil,Positive,5
B1682,45,Sydney,23,71,6,1891,15,13,Realistic,Oil,Neutral,4
B1683,25,Toronto,87,68,-55,1971,43,2,Surreal,Mixed Media,Neutral,6
B1684,57,NYC,41,79,-20,539,10,15,Realistic,Watercolor,Positive,7
B1685,20,Mumbai,75,0,25,178,35,3,Contemporary,Bronze,Neutral,8
B1686,38,Sydney,70,11,19,1062,7,10,Surreal,Bronze,Negative,4
B1687,55,Mumbai,32,81,-13,684,27,9,Realistic,Watercolor,Positive,3
B1688,38,NYC,40,71,-11,1979,33,7,Surreal,Bronze,Negative,6
B1689,46,London,49,75,-24,689,13,6,Contemporary,Bronze,Positive,8
B1690,44,Paris,88,48,-36,1744,13,3,Abstract,Mixed Media,Positive,3
B1691,46,Toronto,86,17,-3,915,41,18,Abstract,Sculpture,Neutral,9
B1692,21,Singapore,81,82,-63,884,40,14,Realistic,Oil,Neutral,8
B1693,22,Berlin,15,11,74,1087,14,1,Contemporary,Bronze,Positive,9
B1694,36,London,56,94,-50,1903,7,18,Contemporary,Mixed Media,Neutral,2
B1695,58,NYC,99,59,-58,822,6,7,Abstract,Sculpture,Neutral,5
B1696,65,Toronto,91,76,-67,863,33,1,Impressionist,Mixed Media,Neutral,9
B1697,27,Mumbai,97,36,-33,1851,14,3,Contemporary,Bronze,Positive,6
B1698,65,Mumbai,22,20,58,897,23,18,Contemporary,Digital Prints,Positive,9
B1699,49,Singapore,0,5,95,163,34,2,Impressionist,Digital Prints,Neutral,9
B1700,50,Toronto,63,20,17,1262,42,11,Impressionist,Oil,Negative,8
B1701,27,London,15,100,-15,1824,42,18,Abstract,Digital Prints,Neutral,1
B1702,43,Singapore,33,93,-26,717,15,3,Contemporary,Bronze,Neutral,9
B1703,60,Dubai,36,63,1,1735,15,17,Abstract,Sculpture,Positive,8
B1704,18,Tokyo,48,75,-23,299,13,19,Impressionist,Oil,Negative,1
B1705,46,Dubai,1,96,3,416,45,8,Surreal,Mixed Media,Positive,3
B1706,38,London,51,39,10,841,46,2,Realistic,Digital Prints,Positive,9
B1707,29,Sydney,46,10,44,1335,19,9,Abstract,Mixed Media,Positive,1
B1708,52,NYC,68,23,9,661,32,1,Realistic,Oil,Neutral,4
B1709,42,Dubai,33,4,63,848,38,19,Abstract,Oil,Positive,6
B1710,49,Toronto,92,77,-69,983,41,17,Impressionist,Watercolor,Positive,2
B1711,30,Dubai,63,50,-13,1100,45,5,Abstract,Bronze,Negative,3
B1712,35,Mumbai,62,47,-9,714,41,13,Impressionist,Mixed Media,Positive,2
B1713,37,Tokyo,48,24,28,489,42,7,Impressionist,Oil,Negative,1
B1714,34,Sydney,32,13,55,828,11,1,Abstract,Bronze,Neutral,7
B1715,53,Dubai,87,80,-67,658,24,17,Contemporary,Bronze,Neutral,7
B1716,44,London,91,45,-36,644,50,17,Abstract,Digital Prints,Negative,3
B1717,39,Dubai,75,24,1,390,23,19,Abstract,Digital Prints,Neutral,6
B1718,63,NYC,8,54,38,1583,9,10,Contemporary,Oil,Negative,9
B1719,39,NYC,73,56,-29,1125,10,9,Realistic,Oil,Neutral,1
B1720,44,Paris,85,51,-36,1852,47,11,Contemporary,Oil,Positive,8
B1721,40,Paris,53,23,24,137,21,9,Abstract,Mixed Media,Neutral,4
B1722,23,Dubai,99,98,-97,1135,41,5,Contemporary,Bronze,Positive,6
B1723,37,Sydney,19,3,78,1569,19,1,Surreal,Digital Prints,Positive,1
B1724,26,Singapore,63,27,10,1336,24,15,Surreal,Mixed Media,Positive,4
B1725,20,Sydney,58,85,-43,739,40,11,Realistic,Mixed Media,Neutral,1
B1726,57,NYC,84,78,-62,931,20,14,Abstract,Oil,Negative,7
B1727,34,NYC,74,98,-72,398,36,19,Abstract,Sculpture,Negative,6
B1728,59,London,63,58,-21,682,31,11,Abstract,Oil,Neutral,8
B1729,42,Mumbai,21,55,24,773,33,15,Contemporary,Mixed Media,Neutral,5
B1730,33,Singapore,62,68,-30,421,11,9,Contemporary,Mixed Media,Positive,7
B1731,41,London,82,20,-2,162,6,4,Contemporary,Bronze,Neutral,10
B1732,25,Singapore,99,66,-65,180,14,16,Surreal,Sculpture,Negative,2
B1733,60,Dubai,80,33,-13,1110,10,17,Impressionist,Sculpture,Neutral,9
B1734,49,Dubai,39,45,16,807,29,1,Impressionist,Digital Prints,Negative,3
B1735,24,Sydney,97,36,-33,1301,23,6,Surreal,Mixed Media,Neutral,6
B1736,45,NYC,46,40,14,1328,18,12,Impressionist,Mixed Media,Neutral,9
B1737,22,Toronto,15,46,39,1954,44,8,Impressionist,Bronze,Neutral,3
B1738,26,Paris,38,87,-25,1256,20,17,Impressionist,Watercolor,Negative,2
B1739,42,Mumbai,76,32,-8,1816,41,3,Contemporary,Bronze,Positive,6
B1740,23,London,82,69,-51,357,12,8,Surreal,Bronze,Negative,2
B1741,36,Paris,40,71,-11,444,45,1,Realistic,Bronze,Positive,5
B1742,52,Singapore,56,72,-28,1843,31,1,Impressionist,Mixed Media,Neutral,5
B1743,34,Mumbai,87,44,-31,1680,10,2,Surreal,Sculpture,Neutral,8
B1744,59,Singapore,52,92,-44,783,27,10,Realistic,Bronze,Neutral,9
B1745,43,Mumbai,43,83,-26,732,23,15,Abstract,Digital Prints,Neutral,6
B1746,36,Singapore,71,66,-37,1780,22,7,Surreal,Digital Prints,Neutral,5
B1747,49,London,57,63,-20,374,10,20,Contemporary,Sculpture,Positive,1
B1748,44,Toronto,37,93,-30,494,30,1,Surreal,Watercolor,Neutral,4
B1749,41,Berlin,56,98,-54,1194,33,2,Surreal,Digital Prints,Negative,3
B1750,34,Sydney,73,52,-25,327,14,5,Abstract,Digital Prints,Neutral,7
B1751,34,Berlin,51,96,-47,1434,6,7,Impressionist,Bronze,Positive,2
B1752,30,Berlin,42,19,39,1144,21,8,Abstract,Sculpture,Neutral,4
B1753,33,Dubai,86,89,-75,143,31,20,Realistic,Digital Prints,Negative,10
B1754,64,Dubai,6,50,44,1425,10,6,Surreal,Digital Prints,Neutral,1
B1755,45,NYC,44,36,20,1463,30,16,Abstract,Watercolor,Negative,8
B1756,44,Toronto,18,27,55,1661,19,19,Realistic,Bronze,Neutral,2
B1757,25,Mumbai,87,17,-4,993,50,5,Contemporary,Watercolor,Neutral,3
B1758,29,NYC,18,56,26,374,5,14,Contemporary,Digital Prints,Negative,9
B1759,52,Toronto,72,93,-65,575,25,11,Contemporary,Sculpture,Negative,6
B1760,26,Sydney,41,58,1,1152,21,6,Realistic,Bronze,Negative,4
B1761,23,Toronto,20,92,-12,1726,5,11,Abstract,Sculpture,Neutral,6
B1762,48,Dubai,71,38,-9,1955,28,5,Surreal,Digital Prints,Negative,2
B1763,44,Paris,11,25,64,1786,25,7,Surreal,Digital Prints,Neutral,8
B1764,45,Tokyo,77,94,-71,1875,31,17,Abstract,Mixed Media,Negative,2
B1765,51,Berlin,82,40,-22,1755,12,5,Realistic,Digital Prints,Positive,1
B1766,34,Mumbai,78,21,1,911,23,9,Surreal,Oil,Negative,4
B1767,58,Singapore,57,81,-38,729,24,1,Impressionist,Watercolor,Neutral,4
B1768,29,Dubai,26,87,-13,1245,18,12,Impressionist,Bronze,Neutral,7
B1769,52,Paris,100,87,-87,653,8,12,Surreal,Watercolor,Negative,5
B1770,56,Paris,46,83,-29,1757,42,11,Realistic,Watercolor,Positive,9
B1771,37,NYC,40,42,18,1350,14,9,Abstract,Bronze,Negative,5
B1772,40,Mumbai,30,18,52,1744,36,12,Contemporary,Digital Prints,Negative,1
B1773,38,Paris,36,34,30,1233,35,14,Surreal,Bronze,Negative,1
B1774,30,Berlin,92,83,-75,794,25,9,Impressionist,Watercolor,Positive,9
B1775,56,Dubai,69,62,-31,1881,34,7,Realistic,Digital Prints,Negative,7
B1776,55,NYC,74,31,-5,215,18,20,Surreal,Watercolor,Negative,4
B1777,45,Tokyo,22,89,-11,142,45,17,Realistic,Sculpture,Negative,4
B1778,40,Toronto,32,10,58,1932,38,17,Surreal,Digital Prints,Negative,7
B1779,29,Sydney,67,55,-22,1399,35,17,Impressionist,Watercolor,Neutral,5
B1780,42,Tokyo,23,44,33,1994,16,4,Surreal,Bronze,Positive,6
B1781,58,Mumbai,88,27,-15,1517,14,18,Realistic,Bronze,Negative,8
B1782,59,London,17,2,81,1359,30,2,Surreal,Bronze,Negative,4
B1783,59,Mumbai,3,66,31,706,35,5,Realistic,Bronze,Negative,8
B1784,26,Paris,38,94,-32,1489,19,2,Surreal,Sculpture,Negative,2
B1785,61,Sydney,50,99,-49,1443,5,14,Abstract,Oil,Positive,8
B1786,27,Tokyo,28,13,59,989,7,3,Realistic,Mixed Media,Neutral,9
B1787,27,Sydney,95,25,-20,108,20,13,Surreal,Mixed Media,Negative,9
B1788,48,London,21,37,42,667,19,18,Realistic,Watercolor,Negative,5
B1789,35,Singapore,17,33,50,928,30,6,Abstract,Oil,Positive,9
B1790,62,Berlin,43,96,-39,1723,19,7,Impressionist,Oil,Negative,8
B1791,31,Paris,26,17,57,204,32,7,Surreal,Mixed Media,Negative,8
B1792,46,Toronto,98,27,-25,806,47,15,Surreal,Sculpture,Negative,8
B1793,47,Toronto,55,35,10,705,50,20,Realistic,Digital Prints,Negative,4
B1794,25,NYC,90,98,-88,1651,48,19,Impressionist,Oil,Negative,6
B1795,42,Toronto,0,22,78,1620,20,8,Impressionist,Sculpture,Negative,9
B1796,62,Dubai,62,55,-17,1132,34,6,Contemporary,Watercolor,Neutral,4
B1797,34,Singapore,37,17,46,1877,21,3,Impressionist,Watercolor,Neutral,1
B1798,29,Toronto,68,86,-54,389,14,13,Contemporary,Bronze,Neutral,2
B1799,55,London,8,76,16,280,27,12,Abstract,Bronze,Negative,4
B1800,20,London,73,44,-17,1179,28,5,Realistic,Mixed Media,Negative,7
B1801,43,Toronto,64,77,-41,1361,14,4,Surreal,Mixed Media,Neutral,2
B1802,40,Paris,98,48,-46,903,46,17,Surreal,Digital Prints,Positive,10
B1803,63,Mumbai,77,64,-41,995,32,13,Abstract,Watercolor,Neutral,2
B1804,22,Tokyo,32,47,21,544,28,6,Impressionist,Oil,Negative,7
B1805,47,London,0,9,91,1773,13,14,Realistic,Watercolor,Negative,5
B1806,23,Berlin,57,62,-19,1839,14,2,Impressionist,Bronze,Negative,9
B1807,44,Tokyo,8,15,77,1302,21,15,Realistic,Mixed Media,Neutral,5
B1808,34,Mumbai,36,49,15,1571,32,6,Realistic,Bronze,Positive,9
B1809,35,Sydney,54,93,-47,1749,16,8,Realistic,Mixed Media,Neutral,6
B1810,20,Mumbai,72,91,-63,1891,31,19,Abstract,Mixed Media,Neutral,3
B1811,55,Toronto,58,40,2,712,28,5,Impressionist,Watercolor,Positive,5
B1812,39,NYC,58,72,-30,494,50,15,Impressionist,Sculpture,Negative,8
B1813,32,NYC,57,48,-5,1192,23,15,Abstract,Digital Prints,Neutral,1
B1814,41,Singapore,62,18,20,1823,31,1,Realistic,Oil,Neutral,2
B1815,30,Tokyo,38,71,-9,1409,49,8,Abstract,Mixed Media,Neutral,5
B1816,19,Toronto,15,6,79,1273,46,7,Realistic,Oil,Negative,10
B1817,51,London,59,27,14,1562,36,6,Contemporary,Bronze,Positive,6
B1818,64,Paris,2,33,65,491,16,7,Abstract,Mixed Media,Negative,3
B1819,33,Dubai,53,76,-29,1986,12,11,Abstract,Bronze,Neutral,10
B1820,64,NYC,68,64,-32,789,45,1,Realistic,Oil,Positive,2
B1821,18,Paris,64,73,-37,620,32,9,Surreal,Sculpture,Negative,4
B1822,37,Tokyo,80,93,-73,1164,19,18,Realistic,Bronze,Positive,4
B1823,53,Berlin,59,40,1,1002,50,14,Contemporary,Digital Prints,Positive,5
B1824,37,Mumbai,72,12,16,1468,16,4,Realistic,Mixed Media,Negative,1
B1825,20,Mumbai,31,83,-14,162,48,12,Impressionist,Oil,Positive,10
B1826,48,Dubai,70,17,13,303,16,10,Abstract,Sculpture,Positive,8
B1827,40,NYC,52,19,29,1438,20,18,Contemporary,Sculpture,Neutral,2
B1828,47,Mumbai,64,90,-54,1488,38,9,Realistic,Digital Prints,Negative,3
B1829,30,Berlin,67,100,-67,1671,14,6,Realistic,Digital Prints,Positive,1
B1830,47,Sydney,3,29,68,507,16,4,Impressionist,Sculpture,Negative,7
B1831,24,Sydney,55,70,-25,131,24,2,Impressionist,Watercolor,Neutral,4
B1832,42,Sydney,66,48,-14,410,37,1,Surreal,Bronze,Positive,9
